Hospital Name,QuVa Customer,Definitive ID,Final Tier,Beds,IDN,IDN Final Tier,Definitive IDN ID,City,State,Zip Code,GPO Affiliations,Zip_Code,Longitude,Latitude
Downey Medical Center,True,367,A,352.0,Kaiser Permanente - Southern California Region,A,845346,DOWNEY,CA,90242,"Vizient, National Capital Area Shared Services Inc",90242,-118.1395,33.9218
Rancho Los Amigos National Rehabilitation  Center,False,488,A,235.0,Los Angeles County Health Agency (FKA Los Angeles County Department of Health Services),A,6443,DOWNEY,CA,90242,"Vizient, Premier Inc",90242,-118.1395,33.9218
Kaiser Permanente - Vacaville Medical Center,True,541855,B,140.0,Kaiser Permanente - Northern California Region,A,845347,VACAVILLE,CA,95688,"Vizient, National Capital Area Shared Services Inc",95688,-121.9887,38.3847
Kaiser Permanente - San Leandro,True,835802,A,216.0,Kaiser Permanente - Northern California Region,A,845347,SAN LEANDRO,CA,94577,"Vizient, National Capital Area Shared Services Inc",94577,-122.1587,37.7205
Kindred Hospital San Francisco Bay Area,False,5010,B,99.0,Kindred Healthcare,B,7048,SAN LEANDRO,CA,94577,Vizient,94577,-122.1587,37.7205
Cobalt Rehabilitation Hospital of Fargo (Opening Early 2018),True,846746,B,133.0,Cobalt Medical Development,D,844322,FARGO,ND,58104,Vizient,58104,-96.8397,46.7932
Sanford Childrens Hospital,False,957816,B,156.0,Sanford Health,A,4754,FARGO,ND,58104,Vizient,58104,-96.8397,46.7932
Sanford Medical Center Fargo,False,907737,C,156.0,Sanford Health,A,4754,FARGO,ND,58104,Vizient,58104,-96.8397,46.7932
Essentia Health - Fargo (FKA: Innovis Health),True,3054,B,133.0,Essentia Health,B,4690,FARGO,ND,58103,"Intalere (FKA: Amerinet), Vizient",58103,-96.8123,46.8564
Vibra Hospital Of Fargo (FKA Kindred Hospital Fargo),False,5705,D,31.0,Vibra Healthcare,B,542027,FARGO,ND,58103,,58103,-96.8123,46.8564
Prairie St Johns,False,5934,D,150.0,Universal Health Services,A,7055,FARGO,ND,58103,HealthTrust Purchasing Group (HPG),58103,-96.8123,46.8564
Sanford Health South University Campus,False,575716,B,158.0,Sanford Health,A,4754,FARGO,ND,58103,Vizient,58103,-96.8123,46.8564
Kaiser Permanente - Antioch Medical Center,True,316,B,132.0,Kaiser Permanente - Northern California Region,A,845347,ANTIOCH,CA,94531,"Vizient, National Capital Area Shared Services Inc",94531,-121.7758,37.9658
Baldwin Park Medical Center,True,414,A,257.0,Kaiser Permanente - Southern California Region,A,845346,BALDWIN PARK,CA,91706,"Vizient, National Capital Area Shared Services Inc",91706,-117.9682,34.0964
Kindred Hospital Baldwin Park (Vista Hospital Of San Gabriel Valley),False,6101,B,156.0,Kindred Healthcare,B,7048,BALDWIN PARK,CA,91706,Vizient,91706,-117.9682,34.0964
Lehigh Valley Hospital - Pocono (FKA Pocono Medical Center),True,3545,A,237.0,Lehigh Valley Health Network,B,4739,EAST STROUDSBURG,PA,18301,"Intalere (FKA: Amerinet), Magnet Group, Vizient",18301,-75.1735,41.0367
Abbott Northwestern Hospital,True,2151,A,666.0,Allina Health,A,4683,MINNEAPOLIS,MN,55407,Vizient,55407,-93.2545,44.9378
AMITA Health Adventist Medical Center - Hinsdale,True,1178,A,261.0,AMITA Health Adventist Midwest Health,B,551611,HINSDALE,IL,60521,"Intalere (FKA: Amerinet), The Resource Group (AKA Resource & Supply Management Group - Ascension Health), Premier Inc",60521,-87.9287,41.8001
RML Specialty Hospital - Hinsdale,False,6119,C,168.0,RML Specialty Hospital System,D,550770,HINSDALE,IL,60521,"Intalere (FKA: Amerinet), Magnet Group, Vizient",60521,-87.9287,41.8001
Ascension Borgess Hospital,True,2033,D,353.0,Ascension Borgess Health,D,274352,KALAMAZOO,MI,49048,The Resource Group (AKA Resource & Supply Management Group - Ascension Health),49048,-85.5152,42.3189
Ascension Genesys Regional Medical Center - Health Park,True,2015,A,370.0,Ascension Health,B,4695,GRAND BLANC,MI,48439,"Premier Inc, The Resource Group (AKA Resource & Supply Management Group - Ascension Health)",48439,-83.6264,42.9282
Ascension Howard Young Medical Center,True,4545,D,99.0,Ascension in Wisconsin (FKA Ministry Health Care),D,7151,WOODRUFF,WI,54568,The Resource Group (AKA Resource & Supply Management Group - Ascension Health),54568,-89.6954,45.9186
Jane Phillips Medical Center,True,3372,D,114.0,St John Health System (FKA Marian Health System),D,541931,BARTLESVILLE,OK,74006,The Resource Group (AKA Resource & Supply Management Group - Ascension Health),74006,-95.9251,36.7366
Saint Thomas West (FKA St Thomas Hospital),True,3740,C,412.0,Saint Thomas Health,B,274287,NASHVILLE,TN,37205,The Resource Group (AKA Resource & Supply Management Group - Ascension Health),37205,-86.869,36.1114
AMITA Health St Alexius Medical Center,False,1137,A,311.0,AMITA Health Alexian Brothers Health System,A,7075,HOFFMAN ESTATES,IL,60169,"The Resource Group (AKA Resource & Supply Management Group - Ascension Health), McKesson Pharmaceutical, Premier Inc",60169,-88.1065,42.0493
AMITA Health Alexian Brothers Behavioral Health Hospital,False,6071,C,141.0,AMITA Health Alexian Brothers Health System,A,7075,HOFFMAN ESTATES,IL,60169,"The Resource Group (AKA Resource & Supply Management Group - Ascension Health), Premier Inc",60169,-88.1065,42.0493
Alexian Brothers Women & Childrens Hospital,False,553348,B,156.0,AMITA Health Alexian Brothers Health System,A,7075,HOFFMAN ESTATES,IL,60169,"The Resource Group (AKA Resource & Supply Management Group - Ascension Health), Vizient, Premier Inc",60169,-88.1065,42.0493
Aspirus Langlade Hospital,True,4521,D,25.0,Aspirus System (FKA: Community Health Care Inc),B,274276,ANTIGO,WI,54409,Vizient,54409,-89.1419,45.1314
Barton Memorial Hospital (AKA: Barton Health),True,323,C,111.0,,,-1,SOUTH LAKE TAHOE,CA,96150,,96150,-119.9865,38.917
Baylor Scott & White Emergency Medical Center - Cedar Park,True,551505,B,120.0,Baylor Scott & White Health,A,577357,CEDAR PARK,TX,78613,"Intalere (FKA: Amerinet), Vizient",78613,-97.8203,30.5052
Cedar Park Regional Medical Center,False,4194,D,93.0,Community Health Systems (CHS),B,542233,CEDAR PARK,TX,78613,HealthTrust Purchasing Group (HPG),78613,-97.8203,30.5052
Beth Israel Deaconess Medical Center,True,1970,B,686.0,Beth Israel Deaconess Health System,B,7011,BOSTON,MA,2215,"Vizient, Intalere (FKA: Amerinet)",2215,-71.1027,42.3471
Dana - Farber Cancer Institute,False,1978,C,30.0,,,-1,BOSTON,MA,2215,Vizient,2215,-71.1027,42.3471
Boulder Community Foothills Hospital,True,581788,B,158.0,Boulder Community Health,C,581823,BOULDER,CO,80303,"Magnet Group, Vizient",80303,-105.2392,39.9914
CHRISTUS Santa Rosa - The Childrens Hospital of San Antonio,True,550183,D,202.0,CHRISTUS Santa Rosa Health System,D,550181,SAN ANTONIO,TX,78207,,78207,-98.52600000000001,29.4229
Christiana Hospital,True,744,B,1128.0,Christiana Care Health System,C,4704,NEWARK,DE,19718,"Premier Inc, Intalere (FKA: Amerinet), Magnet Group, Vizient",19718,-75.597,39.5645
Clark Regional Medical Center,True,1649,D,79.0,LifePoint Health (FKA: LifePoint Hospitals),B,7004,WINCHESTER,KY,40391,HealthTrust Purchasing Group (HPG),40391,-84.1789,37.9872
Cleveland Clinic,False,3120,B,182.0,Cleveland Clinic Health System,A,274173,CLEVELAND,OH,44195,"Vizient, Vizient - Excelerate Strategic Health Sourcing",44195,-81.6728,41.6857
Cox Medical Center Branson (Skaggs Regional Medical Center),True,2437,C,118.0,CoxHealth,D,4869,BRANSON,MO,65616,Vizient,65616,-93.2481,36.669000000000004
St Josephs Community Hospital West Bend,True,4585,A,553.0,Froedtert & The Medical College of Wisconsin,A,274189,WEST BEND,WI,53095,Vizient,53095,-88.1845,43.4224
Geisinger Holy Spirit (FKA: Holy Spirit Hospital),True,3487,B,311.0,Geisinger (FKA: Geisinger Health System),A,4748,CAMP HILL,PA,17011,"Intalere (FKA: Amerinet), Magnet Group, Premier Inc, Vizient, McKesson Pharmaceutical",17011,-76.9291,40.2352
Select Specialty Hospital - Central PA,False,5759,C,92.0,Select Medical Corporation,B,7013,CAMP HILL,PA,17011,Vizient,17011,-76.9291,40.2352
Wilcox Medical Center,False,1084,C,72.0,Hawaii Pacific Health,A,7073,LIHUE,HI,96766,Vizient,96766,-159.3683,21.9816
Hudson Hospital,True,4564,C,25.0,HealthPartners,B,7127,HUDSON,WI,54016,"Intalere (FKA: Amerinet), Vizient, Premier Inc",54016,-92.7271,44.9842
Regions Hospital,True,2203,B,453.0,HealthPartners,B,7127,SAINT PAUL,MN,55101,"Premier Inc, Intalere (FKA: Amerinet)",55101,-93.0902,44.9512
Gillette Childrens Specialty Health,False,5413,B,60.0,,,-1,SAINT PAUL,MN,55101,"Premier Inc, Intalere (FKA: Amerinet), Vizient",55101,-93.0902,44.9512
Indiana University Health Bloomington Hospital (AKA IU Health Bloomington),True,1370,B,273.0,Indiana University Health System (AKA IU Health),B,7012,BLOOMINGTON,IN,47403,"Intalere (FKA: Amerinet), Magnet Group, Vizient",47403,-86.5769,39.1263
Monroe Hospital,False,1369,C,32.0,Prime Healthcare Services,A,542003,BLOOMINGTON,IN,47403,Vizient,47403,-86.5769,39.1263
Indiana University Health North Hospital,True,1316,B,149.0,Indiana University Health System (AKA IU Health),B,7012,CARMEL,IN,46032,Vizient,46032,-86.1245,39.9712
St Vincent Carmel Hospital,False,1318,D,153.0,St Vincent Health,C,274347,CARMEL,IN,46032,The Resource Group (AKA Resource & Supply Management Group - Ascension Health),46032,-86.1245,39.9712
Franciscan Health Carmel (FKA: Franciscan St Francis Health - Carmel),False,553393,D,6.0,Franciscan Health (FKA: Franciscan Alliance St Francis Health Services Inc),C,274241,CARMEL,IN,46032,,46032,-86.1245,39.9712
Indiana Spine Hospital,False,956785,D,156.0,,,-1,CARMEL,IN,46032,,46032,-86.1245,39.9712
Indiana University Health North Hospital Riley Hospital For Children,False,274181,A,158.0,Indiana University Health System (AKA IU Health),B,7012,CARMEL,IN,46032,Vizient,46032,-86.1245,39.9712
Indiana University Health West Hospital (FKA: Clarian West Medical Center),True,1322,B,127.0,Indiana University Health System (AKA IU Health),B,7012,AVON,IN,46123,Vizient,46123,-86.3996,39.7629
St Vincent Neighborhood Hospital - Avon,False,942065,D,156.0,St Vincent Health,C,274347,AVON,IN,46123,The Resource Group (AKA Resource & Supply Management Group - Ascension Health),46123,-86.3996,39.7629
Jackson County Memorial Hospital,True,3294,C,49.0,,,-1,ALTUS,OK,73521,"Intalere (FKA: Amerinet), Vizient",73521,-99.3205,34.6484
John Muir Medical Center - Concord Campus,True,313,A,238.0,John Muir Health,A,4718,CONCORD,CA,94520,Vizient,94520,-122.0362,37.9823
John Muir Behavioral Health Center,False,5468,B,73.0,John Muir Health,A,4718,CONCORD,CA,94520,Vizient,94520,-122.0362,37.9823
Kaiser Permanente Orange County Anaheim Medical Center,True,482,A,435.0,Kaiser Permanente - Southern California Region,A,845346,ANAHEIM,CA,92806,"Vizient, National Capital Area Shared Services Inc",92806,-117.8681,33.8356
Kaiser Foundation Hospital - Roseville,True,553293,A,340.0,Kaiser Permanente - Northern California Region,A,845347,ROSEVILLE,CA,95661,"Vizient, National Capital Area Shared Services Inc",95661,-121.234,38.7346
Sutter Roseville Medical Center,False,490,B,156.0,Sutter Health,A,4717,ROSEVILLE,CA,95661,Vizient,95661,-121.234,38.7346
Kaiser Permanente - Manteca Medical Center,True,564,A,251.0,Kaiser Permanente - Northern California Region,A,845347,MANTECA,CA,95337,"Vizient, National Capital Area Shared Services Inc",95337,-121.2344,37.7808
Kaiser Permanente - Redwood City Medical Center,True,575,A,149.0,Kaiser Permanente - Northern California Region,A,845347,REDWOOD CITY,CA,94063,"Vizient, National Capital Area Shared Services Inc",94063,-122.2091,37.4815
Kaiser Permanente - San Francisco Medical Center,True,555,A,239.0,Kaiser Permanente - Northern California Region,A,845347,SAN FRANCISCO,CA,94115,"Vizient, National Capital Area Shared Services Inc",94115,-122.4358,37.7856
California Pacific Medical Center - Pacific Campus Hospital,False,556,A,480.0,California Pacific Medical Center,A,553323,SAN FRANCISCO,CA,94115,Vizient,94115,-122.4358,37.7856
UCSF Medical Center at Mount Zion,False,551803,A,158.0,University of California San Francisco Health System (UCSF Health),A,551802,SAN FRANCISCO,CA,94115,"Vizient, Premier Inc",94115,-122.4358,37.7856
Kaiser Permanente - San Jose Medical Center,True,589,A,235.0,Kaiser Permanente - Northern California Region,A,845347,SAN JOSE,CA,95119,"Vizient, National Capital Area Shared Services Inc",95119,-121.7875,37.2329
Kaiser Permanente - San Rafael Medical Center,True,446,A,116.0,Kaiser Permanente - Northern California Region,A,845347,SAN RAFAEL,CA,94903,"Vizient, National Capital Area Shared Services Inc",94903,-122.5855,38.0339
Sunnyside Medical Center,True,3380,B,302.0,Kaiser Permanente Northwest (AKA Kaiser Oregon/Washington),B,65653,CLACKAMAS,OR,97015,"Vizient, National Capital Area Shared Services Inc",97015,-122.52,45.415
Kaiser Permanente - Vallejo Medical Center,True,606,A,248.0,Kaiser Permanente - Northern California Region,A,845347,VALLEJO,CA,94589,"Vizient, National Capital Area Shared Services Inc",94589,-122.2804,38.1582
Sutter Solano Medical Center,False,607,B,102.0,Sutter Health,A,4717,VALLEJO,CA,94589,Vizient,94589,-122.2804,38.1582
Crestwood Psychiatric Health Facility - Solano,False,841811,C,156.0,Crestwood Behavioral Health,C,577358,VALLEJO,CA,94589,Innovatix,94589,-122.2804,38.1582
Kaiser Permanente - Walnut Creek Medical Center,True,319,A,233.0,Kaiser Permanente - Northern California Region,A,845347,WALNUT CREEK,CA,94596,"Vizient, National Capital Area Shared Services Inc",94596,-122.0549,37.9053
West Los Angeles Medical Center,True,413,A,265.0,Kaiser Permanente - Southern California Region,A,845346,LOS ANGELES,CA,90034,"Vizient, National Capital Area Shared Services Inc",90034,-118.4005,34.029
Woodland Hills Medical Center,True,439,A,284.0,Kaiser Permanente - Southern California Region,A,845346,WOODLAND HILLS,CA,91367,"Vizient, National Capital Area Shared Services Inc",91367,-118.6159,34.1767
Lake Cumberland Regional Hospital,True,1714,D,295.0,LifePoint Health (FKA: LifePoint Hospitals),B,7004,SOMERSET,KY,42503,HealthTrust Purchasing Group (HPG),42503,-84.5248,37.1566
Miriam Hospital,True,3606,A,247.0,Lifespan,B,4893,PROVIDENCE,RI,2906,"Intalere (FKA: Amerinet), Vizient, Premier Inc",2906,-71.3971,41.8351
Butler Hospital,False,6038,C,143.0,Care New England,C,7190,PROVIDENCE,RI,2906,"Intalere (FKA: Amerinet), Vizient, Premier Inc",2906,-71.3971,41.8351
Newport Hospital,True,3602,C,129.0,Lifespan,B,4893,NEWPORT,RI,2840,"Intalere (FKA: Amerinet), Magnet Group, Vizient, Premier Inc",2840,-71.3271,41.4876
Hasbro Childrens Hospital,True,541892,B,158.0,Lifespan,B,4893,PROVIDENCE,RI,2903,"Vizient, Intalere (FKA: Amerinet), Premier Inc",2903,-71.4158,41.82
Rhode Island Hospital,False,3603,C,156.0,Lifespan,B,4893,PROVIDENCE,RI,2903,"Premier Inc, Intalere (FKA: Amerinet), Magnet Group, Vizient",2903,-71.4158,41.82
Pen Bay Medical Center,True,1856,B,165.0,MaineHealth,A,4743,ROCKPORT,ME,4856,"Intalere (FKA: Amerinet), Magnet Group, Vizient",4856,-69.0901,44.1888
Mayo Clinic Hospital -  Eau Claire Hospital,True,4503,A,193.0,Mayo Clinic Health System,A,7104,EAU CLAIRE,WI,54703,Vizient,54703,-91.5159,44.8346
Mayo Clinic - Fairmont Medical Center,True,2180,C,95.0,Mayo Clinic Health System,A,7104,FAIRMONT,MN,56031,Vizient,56031,-94.45100000000001,43.6376
Mayo Clinic Hospital - Mankato,True,2126,A,159.0,Mayo Clinic Health System,A,7104,MANKATO,MN,56001,Vizient,56001,-93.99600000000001,44.1538
Mayo Clinic Hospital - New Prague Hospital (FKA Queen Of Peace Hospital),True,2221,D,20.0,Mayo Clinic Health System,A,7104,NEW PRAGUE,MN,56071,Vizient,56071,-93.5805,44.5402
Mayo Clinic Hospital - Springfield (FKA Springfield Medical Center),True,2127,D,24.0,Mayo Clinic Health System,A,7104,SPRINGFIELD,MN,56087,Vizient,56087,-94.9792,44.2329
Mayo Clinic Hospital - St James Medical Center,True,2241,D,25.0,Mayo Clinic Health System,A,7104,SAINT JAMES,MN,56081,Vizient,56081,-94.6229,43.9875
Mayo Clinic Hospital - Waseca Medical Center,True,2238,D,15.0,Mayo Clinic Health System,A,7104,WASECA,MN,56093,Vizient,56093,-93.5108,44.0834
MedStar Montgomery Medical Center,True,1895,C,114.0,MedStar Health,A,4722,OLNEY,MD,20832,"Intalere (FKA: Amerinet), Vizient, National Capital Area Shared Services Inc",20832,-77.0749,39.1526
MedStar St Marys Hospital,True,1904,C,103.0,MedStar Health,A,4722,LEONARDTOWN,MD,20650,Vizient,20650,-76.638,38.2774
First Street Surgical Hospital,True,4023,D,64.0,Nobilis Health Corp (FKA Northstar Healthcare),D,585278,BELLAIRE,TX,77401,HealthTrust Purchasing Group (HPG),77401,-95.4611,29.7023
Memorial Hermann Orthopedic & Spine Hospital (FKA Houston Orthopedic And Spine Hospital),False,4025,C,156.0,Memorial Hermann Health System,A,7017,BELLAIRE,TX,77401,"Intalere (FKA: Amerinet), Vizient",77401,-95.4611,29.7023
Memorial Hermann The Woodlands,True,274146,B,158.0,Memorial Hermann Health System,A,7017,SPRING,TX,77380,Vizient,77380,-95.4703,30.1441
Nexus Specialty Hospital - Woodlands,False,5729,D,85.0,Nexus Health Systems,D,552445,SPRING,TX,77380,"Provista, Vizient",77380,-95.4703,30.1441
Mercy Hospital - El Reno,False,3261,D,48.0,Mercy (MO),B,7027,EL RENO,OK,73036,Resource Optimization and Innovation (ROi),73036,-97.9591,35.5335
Mercy Hospital - Logan County,True,3306,D,25.0,Mercy (MO),B,7027,GUTHRIE,OK,73044,Resource Optimization and Innovation (ROi),73044,-97.436,35.833
Oklahoma Heart Hospital South Campus,True,3325,C,44.0,Oklahoma Heart Hospital Health System,C,550117,OKLAHOMA CITY,OK,73135,"Vizient, Resource Optimization and Innovation (ROi)",73135,-97.4388,35.411
Everest Rehabilitation Hospital of Oklahoma City (Opening 2019),False,965079,D,156.0,Everest Rehabilitation Hospitals,D,902344,OKLAHOMA CITY,OK,73135,,73135,-97.4388,35.411
Nacogdoches Memorial Hospital,True,4097,D,133.0,Community Hospital Corporation (CHC),C,550021,NACOGDOCHES,TX,75961,HealthTrust Purchasing Group (HPG),75961,-94.5,31.5611
Cecil Bomar Rehabilitation Center,False,841676,D,156.0,Community Hospital Corporation (CHC),C,550021,NACOGDOCHES,TX,75961,AmerisourceBergen,75961,-94.5,31.5611
Norman Regional Hospital,True,3270,B,372.0,Norman Regional Health System,B,541980,NORMAN,OK,73071,Vizient,73071,-97.4067,35.233000000000004
Childrens Recovery Center of Oklahoma (FKA: Oklahoma Youth Center),False,270659,D,156.0,Oklahoma Department Of Mental Health,D,270658,NORMAN,OK,73071,,73071,-97.4067,35.233000000000004
JD McCarty Center for Children with Developmental Disabilities (FKA: JD McCarty Handicapped Center),False,5627,D,156.0,,,-1,NORMAN,OK,73071,,73071,-97.4067,35.233000000000004
North Country Hospital And Health Center,True,4250,D,25.0,,,-1,NEWPORT,VT,5855,"Intalere (FKA: Amerinet), Vizient",5855,-72.2065,44.9393
Novant Health UVA Health System - Haymarket Medical Center,True,764500,B,60.0,Novant Health UVA Health System,C,845299,HAYMARKET,VA,20169,Vizient,20169,-77.6445,38.8674
Novant Health Matthews Medical Center (FKA: Presbyterian Hospital Matthews),True,3006,C,136.0,Novant Health,A,4736,MATTHEWS,NC,28105,Vizient,28105,-80.705,35.1149
Novant Health Presbyterian Medical Center (FKA: Presbyterian Hospital),True,3008,B,642.0,Novant Health,A,4736,CHARLOTTE,NC,28204,Vizient,28204,-80.8231,35.2132
Hemby Childrens Hospital - Novant Health (FKA: Presbyterian Hemby Childrens Hospital),False,550154,A,158.0,Novant Health,A,4736,CHARLOTTE,NC,28204,Vizient,28204,-80.8231,35.2132
Novant Health UVA Health Prince William Medical Center (FKA: Prince William Hospital),True,4324,A,130.0,Novant Health,A,4736,MANASSAS,VA,20110,"Vizient, National Capital Area Shared Services Inc",20110,-77.4878,38.7492
Palomar Medical Center Poway (FKA Pomerado Hospital),True,541,A,236.0,Palomar Health,B,7229,POWAY,CA,92064,Vizient,92064,-117.0402,32.9756
Parkview Hospital Randallia,True,550793,B,158.0,Parkview Health,B,7024,FORT WAYNE,IN,46805,"Vizient, Intalere (FKA: Amerinet)",46805,-85.1189,41.0977
Park Center,False,833122,D,16.0,,,-1,FORT WAYNE,IN,46805,,46805,-85.1189,41.0977
Vibra Hospital Of Fort Wayne,False,5082,D,48.0,Vibra Healthcare,B,542027,FORT WAYNE,IN,46805,HealthTrust Purchasing Group (HPG),46805,-85.1189,41.0977
Parkview Behavioral Health Hospital,False,542072,C,156.0,Parkview Health,B,7024,FORT WAYNE,IN,46805,"Intalere (FKA: Amerinet), Vizient",46805,-85.1189,41.0977
Parkview Heart Institute,False,542070,C,156.0,Parkview Health,B,7024,FORT WAYNE,IN,46805,"Intalere (FKA: Amerinet), Vizient",46805,-85.1189,41.0977
